soolName,thumb_count,soolId,proof,is_recommend,month
1932 새싹땅콩+햅쌀/흑미,8,PR00000210,6.0,N,9
2017년 햅쌀로 빚은 첫술,7,PR00000211,7.0,N,10
DOK막걸리,12,PR00000669,6.0,Y,8
DOK막걸리,19,PR00000669,6.0,N,7
DOK막걸리,7,PR00000669,6.0,N,12
DOK막걸리,12,PR00000669,6.0,N,8
DOK막걸리,8,PR00000669,6.0,N,7
DOK막걸리,12,PR00000669,6.0,N,7
DOK막걸리,6,PR00000669,6.0,Y,10
DOK막걸리,11,PR00000669,6.0,N,7
DOK막걸리,7,PR00000669,6.0,N,7
DOK막걸리,6,PR00000669,6.0,N,8
DOK막걸리,13,PR00000669,6.0,N,7
DOK막걸리,6,PR00000669,6.0,N,6
DOK막걸리,8,PR00000669,6.0,Y,8
DOK막걸리,17,PR00000669,6.0,N,5
DOK막걸리,17,PR00000669,6.0,Y,5
DOK막걸리,11,PR00000669,6.0,N,7
DOK막걸리,10,PR00000669,6.0,N,6
DOK막걸리,6,PR00000669,6.0,N,5
DOK막걸리,6,PR00000669,6.0,N,5
SSOA-포도,8,PR00000644,5.0,N,3
SSOA-포도,11,PR00000644,5.0,N,12
SSOA-포도,8,PR00000644,5.0,N,3
SSOA-포도,12,PR00000644,5.0,N,3
SSOA-포도,8,PR00000644,5.0,N,9
SSOA-포도,10,PR00000644,5.0,N,4
SSOA-포도,14,PR00000644,5.0,Y,8
SSOA-포도,6,PR00000644,5.0,N,11
SSOA-포도,9,PR00000644,5.0,N,1
SSOA-포도,8,PR00000644,5.0,N,5
SSOA-포도,16,PR00000644,5.0,N,4
SSOA-포도,7,PR00000644,5.0,N,4
SSOA-포도,19,PR00000644,5.0,Y,5
SSOA-포도,14,PR00000644,5.0,N,5
SSOA-포도,9,PR00000644,5.0,N,9
SSOA-포도,7,PR00000644,5.0,Y,1
SSOA-포도,9,PR00000644,5.0,N,8
SSOA-포도,6,PR00000644,5.0,N,7
SSOA-포도,8,PR00000644,5.0,N,6
SSOA-포도,6,PR00000644,5.0,N,3
The 찾을수록,10,PR00000554,16.0,N,2
The 찾을수록,9,PR00000554,16.0,N,5
The 찾을수록,12,PR00000554,16.0,N,4
The 찾을수록,17,PR00000554,16.0,N,4
The 찾을수록,7,PR00000554,16.0,N,6
The 찾을수록,10,PR00000554,16.0,N,6
The 찾을수록,6,PR00000554,16.0,N,7
The 찾을수록,8,PR00000554,16.0,Y,6
The 찾을수록,13,PR00000554,16.0,N,6
The 찾을수록,7,PR00000554,16.0,N,10
The 찾을수록,8,PR00000554,16.0,N,1
The 찾을수록,8,PR00000554,16.0,N,11
The 찾을수록,10,PR00000554,16.0,N,9
The 찾을수록,19,PR00000554,16.0,N,3
The 찾을수록,6,PR00000554,16.0,N,8
The 찾을수록,7,PR00000554,16.0,N,10
The 찾을수록,13,PR00000554,16.0,Y,7
The 찾을수록,13,PR00000554,16.0,N,11
The 찾을수록,7,PR00000554,16.0,N,9
The 찾을수록,13,PR00000554,16.0,N,7
가야 프리미엄 막걸리,7,PR00000056,6.0,N,9
가야 프리미엄 막걸리,8,PR00000056,6.0,N,8
가야 프리미엄 막걸리,19,PR00000056,6.0,N,3
가야 프리미엄 막걸리,16,PR00000056,6.0,N,9
가야 프리미엄 막걸리,13,PR00000056,6.0,Y,8
가야 프리미엄 막걸리,6,PR00000056,6.0,N,6
가야 프리미엄 막걸리,11,PR00000056,6.0,N,8
가야 프리미엄 막걸리,7,PR00000056,6.0,N,9
가야 프리미엄 막걸리,16,PR00000056,6.0,N,9
가야 프리미엄 막걸리,9,PR00000056,6.0,N,9
가야 프리미엄 막걸리,17,PR00000056,6.0,N,4
가야 프리미엄 막걸리,16,PR00000056,6.0,N,3
가야 프리미엄 막걸리,11,PR00000056,6.0,N,7
가야 프리미엄 막걸리,9,PR00000056,6.0,N,9
가야 프리미엄 막걸리,18,PR00000056,6.0,N,1
가야 프리미엄 막걸리,11,PR00000056,6.0,N,7
가야 프리미엄 막걸리,16,PR00000056,6.0,N,4
가야 프리미엄 막걸리,10,PR00000056,6.0,Y,12
가야 프리미엄 막걸리,19,PR00000056,6.0,Y,7
가야 프리미엄 막걸리,7,PR00000056,6.0,N,5
가야곡왕주,15,PR00000350,13.0,Y,8
가야곡왕주,7,PR00000350,13.0,N,1
가야곡왕주,10,PR00000350,13.0,Y,8
가야곡왕주,10,PR00000350,13.0,N,8
가야곡왕주,7,PR00000350,13.0,N,7
가야곡왕주,7,PR00000350,13.0,N,8
가야곡왕주,6,PR00000350,13.0,N,11
가야곡왕주,9,PR00000350,13.0,N,4
가야곡왕주,8,PR00000350,13.0,N,1
가야곡왕주,8,PR00000350,13.0,N,4
가야곡왕주,7,PR00000350,13.0,N,12
가야곡왕주,10,PR00000350,13.0,N,8
가야곡왕주,6,PR00000350,13.0,N,2
가야곡왕주,6,PR00000350,13.0,N,12
가야곡왕주,13,PR00000350,13.0,N,6
가야곡왕주,12,PR00000350,13.0,N,1
가야곡왕주,8,PR00000350,13.0,N,9
가야곡왕주,19,PR00000350,13.0,N,9
가야곡왕주,6,PR00000350,13.0,N,4
가야곡왕주,12,PR00000350,13.0,N,5
가평 잣 생막걸리,15,PR00000158,6.0,N,4
가평 잣 생막걸리,9,PR00000158,6.0,N,8
가평 잣 생막걸리,15,PR00000158,6.0,N,4
가평 잣 생막걸리,8,PR00000158,6.0,N,6
가평 잣 생막걸리,16,PR00000158,6.0,Y,4
가평 잣 생막걸리,13,PR00000158,6.0,N,7
가평 잣 생막걸리,7,PR00000158,6.0,N,5
가평 잣 생막걸리,6,PR00000158,6.0,N,12
가평 잣 생막걸리,7,PR00000158,6.0,N,2
가평 잣 생막걸리,10,PR00000158,6.0,Y,12
가평 잣 생막걸리,6,PR00000158,6.0,N,7
가평 잣 생막걸리,15,PR00000158,6.0,N,4
가평 잣 생막걸리,11,PR00000158,6.0,Y,1
가평 잣 생막걸리,14,PR00000158,6.0,N,2
가평 잣 생막걸리,6,PR00000158,6.0,N,7
가평 잣 생막걸리,9,PR00000158,6.0,N,2
가평 잣 생막걸리,6,PR00000158,6.0,N,5
가평 잣 생막걸리,13,PR00000158,6.0,N,10
가평 잣 생막걸리,8,PR00000158,6.0,N,11
가평 잣 생막걸리,16,PR00000158,6.0,N,6
감그린 레귤러,7,PR00000426,12.0,N,9
감그린 레귤러,11,PR00000426,12.0,N,2
감그린 레귤러,17,PR00000426,12.0,N,9
감그린 레귤러,10,PR00000426,12.0,N,10
감그린 레귤러,13,PR00000426,12.0,N,10
감그린 레귤러,11,PR00000426,12.0,N,10
감그린 레귤러,11,PR00000426,12.0,N,3
감그린 레귤러,15,PR00000426,12.0,N,1
감그린 레귤러,8,PR00000426,12.0,N,6
감그린 레귤러,17,PR00000426,12.0,N,10
감그린 레귤러,10,PR00000426,12.0,N,4
감그린 레귤러,15,PR00000426,12.0,N,11
감그린 레귤러,12,PR00000426,12.0,N,8
감그린 레귤러,7,PR00000426,12.0,N,7
감그린 레귤러,11,PR00000426,12.0,N,2
감그린 레귤러,17,PR00000426,12.0,N,4
감그린 레귤러,8,PR00000426,12.0,N,12
감그린 레귤러,11,PR00000426,12.0,Y,10
감그린 레귤러,11,PR00000426,12.0,N,9
감그린 레귤러,6,PR00000426,12.0,N,12
감그린 스페셜,11,PR00000425,12.0,N,8
감그린 스페셜,17,PR00000425,12.0,N,9
감그린 스페셜,7,PR00000425,12.0,N,9
감그린 스페셜,17,PR00000425,12.0,N,9
감그린 스페셜,10,PR00000425,12.0,N,4
감그린 스페셜,9,PR00000425,12.0,N,9
감그린 스페셜,18,PR00000425,12.0,Y,9
감그린 스페셜,17,PR00000425,12.0,N,10
감그린 스페셜,8,PR00000425,12.0,N,6
감그린 스페셜,11,PR00000425,12.0,N,9
감그린 스페셜,15,PR00000425,12.0,Y,10
감그린 스페셜,12,PR00000425,12.0,N,7
감그린 스페셜,7,PR00000425,12.0,N,7
감그린 스페셜,11,PR00000425,12.0,N,2
감그린 스페셜,18,PR00000425,12.0,N,6
감그린 스페셜,11,PR00000425,12.0,N,3
감그린 스페셜,7,PR00000425,12.0,N,6
감그린 스페셜,10,PR00000425,12.0,N,5
감그린 스페셜,8,PR00000425,12.0,N,5
감그린 스페셜,7,PR00000425,12.0,N,7
감그린 아이스와인,14,PR00000424,10.0,N,7
감그린 아이스와인,10,PR00000424,10.0,N,4
감그린 아이스와인,11,PR00000424,10.0,N,2
감그린 아이스와인,17,PR00000424,10.0,N,10
감그린 아이스와인,8,PR00000424,10.0,N,6
감그린 아이스와인,11,PR00000424,10.0,N,10
감그린 아이스와인,6,PR00000424,10.0,N,10
감그린 아이스와인,11,PR00000424,10.0,N,3
감그린 아이스와인,7,PR00000424,10.0,N,7
감그린 아이스와인,13,PR00000424,10.0,N,4
감그린 아이스와인,7,PR00000424,10.0,N,7
감그린 아이스와인,12,PR00000424,10.0,N,7
감그린 아이스와인,19,PR00000424,10.0,N,4
감그린 아이스와인,16,PR00000424,10.0,N,12
감그린 아이스와인,8,PR00000424,10.0,N,7
감그린 아이스와인,7,PR00000424,10.0,N,1
감그린 아이스와인,9,PR00000424,10.0,N,8
감그린 아이스와인,6,PR00000424,10.0,N,12
감그린 아이스와인,16,PR00000424,10.0,N,1
감그린 아이스와인,12,PR00000424,10.0,N,6
감사,8,PR00000330,14.0,N,10
감사,8,PR00000330,14.0,N,10
감사,8,PR00000330,14.0,N,10
감사,6,PR00000330,14.0,N,7
감사,8,PR00000330,14.0,N,7
감사,11,PR00000330,14.0,N,9
감사,9,PR00000330,14.0,N,10
감사,9,PR00000330,14.0,N,10
감사,8,PR00000330,14.0,Y,10
감사,8,PR00000330,14.0,N,10
감사,10,PR00000330,14.0,N,9
감사,11,PR00000330,14.0,N,10
감사,12,PR00000330,14.0,N,6
감사,19,PR00000330,14.0,N,10
감사,13,PR00000330,14.0,N,10
감사,8,PR00000330,14.0,N,10
감사,6,PR00000330,14.0,N,9
감사,7,PR00000330,14.0,N,10
감사,7,PR00000330,14.0,N,9
감사,8,PR00000330,14.0,N,8
감사블루,6,PR00000326,14.0,N,9
감사블루,7,PR00000326,14.0,N,5
감사블루,6,PR00000326,14.0,N,5
감사블루,16,PR00000326,14.0,N,7
감사블루,17,PR00000326,14.0,N,6
감사블루,15,PR00000326,14.0,N,9
감사블루,9,PR00000326,14.0,N,5
감사블루,14,PR00000326,14.0,N,4
감사블루,8,PR00000326,14.0,N,8
감사블루,10,PR00000326,14.0,Y,6
감사블루,7,PR00000326,14.0,N,7
감사블루,13,PR00000326,14.0,N,9
감사블루,7,PR00000326,14.0,N,12
감사블루,12,PR00000326,14.0,N,5
감사블루,17,PR00000326,14.0,N,9
감사블루,8,PR00000326,14.0,N,6
감사블루,6,PR00000326,14.0,N,8
감사블루,18,PR00000326,14.0,N,12
감사블루,10,PR00000326,14.0,N,5
감사블루,7,PR00000326,14.0,N,5
감아락 25,11,PR00000507,25.0,Y,3
감아락 25,8,PR00000507,25.0,N,1
감아락 25,19,PR00000507,25.0,N,4
감아락 25,13,PR00000507,25.0,Y,9
감아락 25,7,PR00000507,25.0,N,7
감아락 25,8,PR00000507,25.0,N,3
감악산 산머루주,8,PR00000443,12.0,Y,10
감악산 산머루주,17,PR00000443,12.0,N,1
감악산 산머루주,14,PR00000443,12.0,N,10
감악산 산머루주,11,PR00000443,12.0,N,5
감악산 산머루주,12,PR00000443,12.0,Y,9
감악산 산머루주,11,PR00000443,12.0,Y,1
감악산 산머루주,17,PR00000443,12.0,N,8
감악산 산머루주,6,PR00000443,12.0,N,10
감악산 산머루주,11,PR00000443,12.0,N,1
감악산 산머루주,13,PR00000443,12.0,Y,9
감악산 산머루주,15,PR00000443,12.0,N,12
감악산 산머루주,7,PR00000443,12.0,N,8
감악산 산머루주,13,PR00000443,12.0,Y,12
감이슬,18,PR00000506,23.0,N,5
감자술 13%,18,PR00000281,13.0,N,1
감자술 13%,17,PR00000281,13.0,N,7
감자술 13%,17,PR00000281,13.0,N,11
감자술 13%,6,PR00000281,13.0,N,12
감자술 13%,13,PR00000281,13.0,Y,11
감자술 13%,8,PR00000281,13.0,Y,8
감자술 13%,18,PR00000281,13.0,N,9
감자술 13%,13,PR00000281,13.0,N,11
감자술 13%,10,PR00000281,13.0,N,12
감자술 13%,17,PR00000281,13.0,N,5
감자술 13%,9,PR00000281,13.0,N,2
감자술 13%,16,PR00000281,13.0,N,2
강소주,11,PR00000544,50.0,N,7
강소주,12,PR00000544,50.0,N,9
강소주,12,PR00000544,50.0,N,6
강소주,18,PR00000544,50.0,N,6
강소주,10,PR00000544,50.0,N,7
강소주,9,PR00000544,50.0,N,7
강소주,6,PR00000544,50.0,N,10
강소주,8,PR00000544,50.0,Y,6
걍즐겨,18,PR00000147,8.0,N,10
걍즐겨,10,PR00000147,8.0,N,6
걍즐겨,13,PR00000147,8.0,Y,7
걍즐겨,19,PR00000147,8.0,Y,8
걍즐겨,13,PR00000147,8.0,N,11
걍즐겨,18,PR00000147,8.0,N,5
걍즐겨,9,PR00000147,8.0,N,12
걍즐겨,7,PR00000147,8.0,N,12
걍즐겨,11,PR00000147,8.0,N,6
걍즐겨,15,PR00000147,8.0,N,8
걍즐겨,10,PR00000147,8.0,N,8
걍즐겨,16,PR00000147,8.0,N,4
걍즐겨,13,PR00000147,8.0,N,7
걍즐겨,18,PR00000147,8.0,N,4
걍즐겨,6,PR00000147,8.0,N,6
걍즐겨,10,PR00000147,8.0,N,2
걍즐겨,8,PR00000147,8.0,N,8
걍즐겨,7,PR00000147,8.0,N,12
걍즐겨,14,PR00000147,8.0,N,10
걍즐겨,10,PR00000147,8.0,N,11
겨울소주 25,9,PR00000505,25.0,N,12
겨울소주 25,16,PR00000505,25.0,Y,6
겨울소주 25,16,PR00000505,25.0,N,3
겨울소주 25,8,PR00000505,25.0,N,10
겨울소주 25,11,PR00000505,25.0,Y,1
겨울소주 25,14,PR00000505,25.0,N,1
겨울소주 25,10,PR00000505,25.0,N,9
겨울소주 25,7,PR00000505,25.0,N,1
겨울소주 25,12,PR00000505,25.0,N,1
겨울소주 25,15,PR00000505,25.0,N,1
겨울소주 25,7,PR00000505,25.0,N,9
겨울소주 25,7,PR00000505,25.0,N,11
겨울소주 25,12,PR00000505,25.0,N,8
겨울소주 25,12,PR00000505,25.0,N,4
겨울소주 25,15,PR00000505,25.0,Y,2
겨울소주 25,19,PR00000505,25.0,N,12
겨울소주 25,9,PR00000505,25.0,N,2
겨울소주 25,8,PR00000505,25.0,N,2
겨울소주 25,11,PR00000505,25.0,N,4
겨울소주 25,9,PR00000505,25.0,N,10
경기전,19,PR00000613,5.0,N,10
경기전,16,PR00000613,5.0,N,6
경기전,18,PR00000613,5.0,N,8
경기전,9,PR00000613,5.0,N,8
경기전,17,PR00000613,5.0,N,9
경기전,17,PR00000613,5.0,N,7
경기전,19,PR00000613,5.0,Y,4
경기전,18,PR00000613,5.0,N,6
경기전,17,PR00000613,5.0,N,4
경기전,10,PR00000613,5.0,N,5
경기전,16,PR00000613,5.0,N,10
경기전,10,PR00000613,5.0,N,6
경기전,16,PR00000613,5.0,N,7
경기전,10,PR00000613,5.0,N,9
경기전,10,PR00000613,5.0,N,10
경기전,15,PR00000613,5.0,N,9
경기전,19,PR00000613,5.0,N,5
경기전,14,PR00000613,5.0,N,8
경기전,10,PR00000613,5.0,Y,7
경기전,17,PR00000613,5.0,N,6
경산대추약주 추,12,PR00000703,16.0,Y,7
경산대추약주 추,7,PR00000703,16.0,N,11
경산대추약주 추,8,PR00000703,16.0,Y,12
경성과하주,6,PR00000302,20.0,N,4
경성과하주,11,PR00000302,20.0,Y,7
경성과하주,8,PR00000302,20.0,N,10
경성과하주,7,PR00000302,20.0,N,10
경성과하주,15,PR00000302,20.0,N,8
경성과하주,6,PR00000302,20.0,N,11
경성과하주,10,PR00000302,20.0,Y,4
경성과하주,11,PR00000302,20.0,N,7
경성과하주,12,PR00000302,20.0,N,7
경성과하주,16,PR00000302,20.0,Y,7
경성과하주,7,PR00000302,20.0,N,1
경성과하주,8,PR00000302,20.0,N,10
경성과하주,11,PR00000302,20.0,N,3
경성과하주,6,PR00000302,20.0,N,4
경성과하주,11,PR00000302,20.0,Y,8
경성과하주,10,PR00000302,20.0,N,9
경성과하주,17,PR00000302,20.0,Y,9
경주교동법주,14,PR00000333,16.0,N,4
경주교동법주,15,PR00000333,16.0,N,2
경주교동법주,17,PR00000333,16.0,N,1
경주교동법주,14,PR00000333,16.0,N,6
경주교동법주,12,PR00000333,16.0,N,2
경주교동법주,18,PR00000333,16.0,N,7
경주교동법주,9,PR00000333,16.0,N,7
경주교동법주,8,PR00000333,16.0,N,8
경주교동법주,18,PR00000333,16.0,N,4
경주교동법주,10,PR00000333,16.0,Y,11
경주교동법주,8,PR00000333,16.0,N,9
경주교동법주,16,PR00000333,16.0,N,2
경주교동법주,6,PR00000333,16.0,N,10
경주교동법주,6,PR00000333,16.0,N,12
경주교동법주,12,PR00000333,16.0,Y,10
경주교동법주,9,PR00000333,16.0,N,9
경주교동법주,8,PR00000333,16.0,N,11
경주교동법주,13,PR00000333,16.0,Y,8
경주교동법주,9,PR00000333,16.0,N,2
경주교동법주,9,PR00000333,16.0,N,5
계룡백일주 40%,13,PR00000569,40.0,N,9
계룡백일주 40%,19,PR00000569,40.0,N,10
계룡백일주 40%,12,PR00000569,40.0,N,9
계룡백일주 40%,13,PR00000569,40.0,N,10
계룡백일주 40%,6,PR00000569,40.0,N,3
계룡백일주 40%,19,PR00000569,40.0,N,9
계룡백일주 40%,7,PR00000569,40.0,N,4
계룡백일주 40%,17,PR00000569,40.0,Y,9
계룡백일주 40%,7,PR00000569,40.0,N,9
계룡백일주 40%,6,PR00000569,40.0,N,9
계룡백일주 40%,11,PR00000569,40.0,N,5
계룡백일주 40%,7,PR00000569,40.0,N,9
계룡백일주 40%,8,PR00000569,40.0,N,11
계룡백일주 40%,13,PR00000569,40.0,N,4
계룡백일주 40%,10,PR00000569,40.0,N,8
계룡백일주 40%,17,PR00000569,40.0,N,1
계룡백일주 40%,7,PR00000569,40.0,Y,1
계룡백일주 40%,9,PR00000569,40.0,N,7
계룡백일주 40%,6,PR00000569,40.0,N,12
계룡백일주 40%,18,PR00000569,40.0,Y,4
고구마 아락,6,PR00000504,40.0,N,10
고구마 아락,6,PR00000504,40.0,N,12
고구마 아락,8,PR00000504,40.0,N,2
고구마 아락,7,PR00000504,40.0,N,9
고구마 아락,15,PR00000504,40.0,N,8
고구마 아락,13,PR00000504,40.0,Y,10
고구마 아락,8,PR00000504,40.0,N,9
고구마 아락,9,PR00000504,40.0,N,2
고구마 아락,7,PR00000504,40.0,N,4
고구마 아락,9,PR00000504,40.0,N,8
고구마 아락,16,PR00000504,40.0,Y,3
고구마 아락,19,PR00000504,40.0,N,4
고구마 아락,7,PR00000504,40.0,N,7
고구마 아락,19,PR00000504,40.0,N,3
고구마 아락,9,PR00000504,40.0,N,9
고구마 아락,18,PR00000504,40.0,N,10
고구마 아락,13,PR00000504,40.0,N,7
고구마 아락,11,PR00000504,40.0,N,2
고구마 아락,9,PR00000504,40.0,N,11
고구마 아락,11,PR00000504,40.0,N,12
고도리 레드와인 스위트,16,PR00000445,12.0,N,10
고도리 레드와인 스위트,6,PR00000445,12.0,N,2
고도리 레드와인 스위트,16,PR00000445,12.0,N,10
고도리 레드와인 스위트,12,PR00000445,12.0,N,8
고도리 레드와인 스위트,15,PR00000445,12.0,N,11
고도리 레드와인 스위트,6,PR00000445,12.0,N,11
고도리 레드와인 스위트,6,PR00000445,12.0,N,11
고도리 레드와인 스위트,6,PR00000445,12.0,N,1
고도리 레드와인 스위트,7,PR00000445,12.0,N,9
고도리 레드와인 스위트,12,PR00000445,12.0,N,11
고도리 레드와인 스위트,9,PR00000445,12.0,N,11
고도리 레드와인 스위트,7,PR00000445,12.0,N,9
고도리 복숭아와인,6,PR00000447,6.5,N,8
고도리 복숭아와인,11,PR00000447,6.5,Y,7
고도리 복숭아와인,11,PR00000447,6.5,N,11
고도리 복숭아와인,12,PR00000447,6.5,N,3
고도리 복숭아와인,12,PR00000447,6.5,Y,5
고도리 복숭아와인,7,PR00000447,6.5,Y,2
고도리 복숭아와인,7,PR00000447,6.5,N,1
고도리 복숭아와인,6,PR00000447,6.5,N,6
고도리 청수 와인,10,PR00000444,10.5,N,1
고도리 청수 와인,16,PR00000444,10.5,Y,9
고도리 청수 와인,13,PR00000444,10.5,N,9
고도리 청수 와인,18,PR00000444,10.5,N,3
고도리 청수 와인,7,PR00000444,10.5,N,1
고도리 청수 와인,13,PR00000444,10.5,N,3
고도리 청수 와인,10,PR00000444,10.5,N,12
고도리 청수 와인,19,PR00000444,10.5,N,11
고도리 청수 와인,13,PR00000444,10.5,N,7
고도리 청수 와인,6,PR00000444,10.5,N,3
고도리 청수 와인,6,PR00000444,10.5,N,3
고도리 청수 와인,6,PR00000444,10.5,Y,2
고도리 청수 와인,10,PR00000444,10.5,N,6
고도리 청수 와인,6,PR00000444,10.5,N,12
고도리 청수 와인,18,PR00000444,10.5,N,10
고도리 청수 와인,11,PR00000444,10.5,N,5
고도리 청수 와인,13,PR00000444,10.5,N,5
고도리 청수 와인,12,PR00000444,10.5,N,12
고도리 청수 와인,7,PR00000444,10.5,Y,12
고도리 청수 와인,10,PR00000444,10.5,N,7
고도리 화이트와인 드라이,16,PR00000446,10.5,N,9
고도리 화이트와인 드라이,7,PR00000446,10.5,N,12
고도리 화이트와인 드라이,13,PR00000446,10.5,Y,3
고도리 화이트와인 드라이,8,PR00000446,10.5,Y,5
고도리 화이트와인 드라이,8,PR00000446,10.5,N,1
고도리 화이트와인 드라이,10,PR00000446,10.5,N,1
고도리 화이트와인 드라이,16,PR00000446,10.5,N,10
고도리 화이트와인 드라이,10,PR00000446,10.5,N,6
고도리 화이트와인 드라이,6,PR00000446,10.5,Y,2
고도리 화이트와인 드라이,14,PR00000446,10.5,Y,10
고도리 화이트와인 드라이,6,PR00000446,10.5,N,12
고도리 화이트와인 드라이,7,PR00000446,10.5,N,12
고도리 화이트와인 드라이,10,PR00000446,10.5,N,4
고도리 화이트와인 드라이,12,PR00000446,10.5,N,12
고도리 화이트와인 드라이,15,PR00000446,10.5,N,8
고도리 화이트와인 드라이,9,PR00000446,10.5,N,11
고도리 화이트와인 드라이,19,PR00000446,10.5,N,10
고도리 화이트와인 드라이,10,PR00000446,10.5,N,10
고도리 화이트와인 드라이,16,PR00000446,10.5,Y,10
고도리 화이트와인 드라이,19,PR00000446,10.5,N,4
고도리 화이트와인 스위트,7,PR00000431,10.5,N,12
고도리 화이트와인 스위트,16,PR00000431,10.5,N,9
고도리 화이트와인 스위트,6,PR00000431,10.5,N,3
고도리 화이트와인 스위트,7,PR00000431,10.5,N,1
고도리 화이트와인 스위트,16,PR00000431,10.5,N,10
고도리 화이트와인 스위트,12,PR00000431,10.5,N,11
고도리 화이트와인 스위트,15,PR00000431,10.5,N,10
고도리 화이트와인 스위트,10,PR00000431,10.5,N,6
고도리 화이트와인 스위트,16,PR00000431,10.5,N,10
고도리 화이트와인 스위트,10,PR00000431,10.5,N,2
고도리 화이트와인 스위트,6,PR00000431,10.5,N,2
고도리 화이트와인 스위트,18,PR00000431,10.5,N,10
고도리 화이트와인 스위트,12,PR00000431,10.5,N,4
고도리 화이트와인 스위트,6,PR00000431,10.5,N,12
고도리 화이트와인 스위트,16,PR00000431,10.5,Y,3
고도리 화이트와인 스위트,6,PR00000431,10.5,N,11
고도리 화이트와인 스위트,12,PR00000431,10.5,N,12
고도리 화이트와인 스위트,6,PR00000431,10.5,N,11
고도리 화이트와인 스위트,15,PR00000431,10.5,N,8
고도리 화이트와인 스위트,15,PR00000431,10.5,N,11
고소리술,10,PR00000573,29.0,Y,7
고소리술,6,PR00000573,29.0,N,4
고소리술,8,PR00000573,29.0,N,6
고소리술,7,PR00000573,29.0,N,2
고소리술,15,PR00000573,29.0,Y,7
고소리술,10,PR00000573,29.0,N,3
고소리술,12,PR00000573,29.0,N,8
고소리술,18,PR00000573,29.0,N,3
고소리술,19,PR00000573,29.0,N,8
고소리술,19,PR00000573,29.0,N,3
고소리술,18,PR00000573,29.0,N,2
고소리술,16,PR00000573,29.0,N,7
고소리술,11,PR00000573,29.0,N,12
고소리술,9,PR00000573,29.0,N,4
고소리술,11,PR00000573,29.0,Y,7
고소리술,17,PR00000573,29.0,Y,11
고소리술,19,PR00000573,29.0,N,4
고소리술,17,PR00000573,29.0,N,7
고소리술,9,PR00000573,29.0,N,4
고소리술,15,PR00000573,29.0,Y,11
고운달 백자,6,PR00000551,52.0,Y,7
고운달 백자,14,PR00000551,52.0,N,2
고운달 백자,7,PR00000551,52.0,Y,7
고운달 백자,15,PR00000551,52.0,N,7
고운달 백자,17,PR00000551,52.0,Y,9
고운달 백자,13,PR00000551,52.0,N,12
고운달 백자,10,PR00000551,52.0,Y,10
고운달 백자,7,PR00000551,52.0,N,6
고운달 백자,15,PR00000551,52.0,N,6
고운달 백자,10,PR00000551,52.0,N,5
고운달 백자,17,PR00000551,52.0,N,10
고운달 백자,17,PR00000551,52.0,Y,5
